checkout_id,student_id,book_id,checkout_date,return_date,school
393,student_0030,book_0382,2026-02-26,2026-03-19,Pine Valley School
394,student_0019,book_0041,2026-02-06,2026-02-13,Brookfield Middle
395,student_0194,book_0359,2026-03-07,2026-03-26,Sunset Ridge Middle
396,student_0102,book_0421,2025-04-29,2025-05-17,Pine Valley School
397,student_0108,book_0009,2026-03-11,2026-03-21,Brookfield Middle
398,student_0019,book_0385,2025-08-09,2025-08-24,Brookfield Middle
399,student_0120,book_0407,2025-10-15,2025-10-26,Riverside Middle School
400,student_0040,book_0071,2026-02-23,2026-03-13,Pine Valley School
401,student_0134,book_0038,2025-10-04,2025-10-25,Pine Valley School
402,student_0048,book_0395,2026-03-18,2026-03-26,Riverside Middle School
403,student_0140,book_0022,2025-12-31,2026-01-20,Riverside Middle School
404,student_0016,book_0297,2025-08-01,2025-08-21,Sunset Ridge Middle
405,student_0010,book_0125,2025-11-14,2025-11-27,Riverside Middle School
406,student_0196,book_0218,2025-04-06,2025-04-27,Riverside Middle School
407,student_0124,book_0044,2025-10-20,2025-11-10,Sunset Ridge Middle
408,student_0029,book_0468,2025-08-10,2025-08-21,Pine Valley School
409,student_0167,book_0408,2025-05-18,2025-06-08,Riverside Middle School
410,student_0199,book_0484,2025-07-31,2025-08-11,Pine Valley School
411,student_0003,book_0104,2025-07-18,2025-08-07,Sunset Ridge Middle
412,student_0128,book_0197,2025-06-23,2025-07-14,Brookfield Middle
413,student_0082,book_0401,2025-11-12,2025-11-29,Oak Grove Academy
414,student_0161,book_0054,2025-09-11,2025-10-02,Sunset Ridge Middle
415,student_0163,book_0201,2026-02-25,2026-03-10,Pine Valley School
416,student_0019,book_0232,2025-04-19,2025-04-30,Brookfield Middle
417,student_0106,book_0005,2025-05-13,2025-06-02,Riverside Middle School
418,student_0053,book_0457,2025-12-09,2025-12-23,Sunset Ridge Middle
419,student_0106,book_0099,2025-10-30,2025-11-20,Riverside Middle School
420,student_0053,book_0039,2025-09-19,2025-10-07,Sunset Ridge Middle
421,student_0014,book_0165,2025-11-04,2025-11-25,Sunset Ridge Middle
422,student_0047,book_0216,2025-05-23,2025-06-12,Sunset Ridge Middle
423,student_0158,book_0103,2025-06-23,2025-07-11,Riverside Middle School
424,student_0050,book_0065,2025-08-13,2025-08-28,Brookfield Middle
425,student_0048,book_0297,2025-05-05,2025-05-17,Riverside Middle School
426,student_0082,book_0326,2025-11-03,2025-11-19,Oak Grove Academy
427,student_0027,book_0231,2026-01-07,2026-01-25,Brookfield Middle
428,student_0119,book_0222,2025-09-16,2025-09-30,Brookfield Middle
429,student_0005,book_0452,2026-03-23,2026-03-30,Oak Grove Academy
430,student_0072,book_0481,2025-04-28,2025-05-15,Riverside Middle School
431,student_0026,book_0044,2026-02-24,2026-03-05,Riverside Middle School
432,student_0075,book_0443,2026-02-18,2026-03-04,Riverside Middle School
433,student_0015,book_0452,2026-02-24,2026-03-05,Brookfield Middle
434,student_0054,book_0430,2025-04-03,2025-04-16,Sunset Ridge Middle
435,student_0171,book_0490,2025-07-13,2025-07-30,Riverside Middle School
436,student_0097,book_0169,2025-09-05,2025-09-17,Pine Valley School
437,student_0158,book_0126,2026-01-21,2026-01-29,Riverside Middle School
438,student_0118,book_0323,2025-05-28,2025-06-06,Pine Valley School
439,student_0191,book_0041,2025-08-07,2025-08-22,Sunset Ridge Middle
440,student_0175,book_0365,2026-04-02,2026-04-21,Riverside Middle School
441,student_0189,book_0003,2026-02-28,2026-03-19,Oak Grove Academy
442,student_0116,book_0257,2025-06-07,2025-06-27,Oak Grove Academy
443,student_0083,book_0168,2026-01-31,2026-02-17,Brookfield Middle
444,student_0111,book_0057,2025-10-29,2025-11-17,Oak Grove Academy
445,student_0103,book_0308,2025-09-12,2025-09-26,Sunset Ridge Middle
446,student_0078,book_0120,2025-12-02,2025-12-22,Riverside Middle School
447,student_0037,book_0337,2025-06-09,2025-06-20,Pine Valley School
448,student_0133,book_0430,2025-06-29,2025-07-16,Pine Valley School
449,student_0092,book_0251,2026-01-30,2026-02-19,Oak Grove Academy
450,student_0155,book_0492,2025-09-16,2025-10-05,Oak Grove Academy
451,student_0031,book_0075,2025-08-24,2025-09-03,Pine Valley School
452,student_0033,book_0364,2025-05-15,2025-05-28,Sunset Ridge Middle
453,student_0152,book_0212,2025-10-07,2025-10-16,Sunset Ridge Middle
454,student_0153,book_0070,2025-10-20,2025-11-10,Pine Valley School
455,student_0054,book_0262,2025-10-12,2025-11-01,Sunset Ridge Middle
456,student_0130,book_0406,2026-01-19,2026-01-29,Riverside Middle School
457,student_0131,book_0104,2025-04-12,2025-04-19,Pine Valley School
458,student_0007,book_0159,2026-01-12,2026-01-29,Sunset Ridge Middle
459,student_0127,book_0435,2026-02-09,2026-02-26,Brookfield Middle
460,student_0071,book_0159,2025-07-28,2025-08-18,Oak Grove Academy
461,student_0074,book_0290,2025-05-17,2025-05-31,Brookfield Middle
462,student_0082,book_0068,2025-07-12,2025-07-23,Oak Grove Academy
463,student_0152,book_0219,2026-03-27,2026-04-16,Sunset Ridge Middle
464,student_0023,book_0432,2025-06-27,2025-07-04,Oak Grove Academy
465,student_0195,book_0283,2025-10-24,2025-11-09,Oak Grove Academy
466,student_0119,book_0044,2025-11-07,2025-11-23,Brookfield Middle
467,student_0107,book_0486,2025-08-13,2025-08-22,Riverside Middle School
468,student_0037,book_0072,2025-05-17,2025-05-29,Pine Valley School
469,student_0071,book_0126,2025-06-28,2025-07-14,Oak Grove Academy
470,student_0008,book_0315,2025-06-01,2025-06-08,Riverside Middle School
471,student_0072,book_0079,2025-12-27,2026-01-09,Riverside Middle School
472,student_0193,book_0125,2025-11-20,2025-12-10,Brookfield Middle
473,student_0152,book_0169,2026-03-12,2026-03-26,Sunset Ridge Middle
474,student_0196,book_0219,2025-06-01,2025-06-11,Riverside Middle School
475,student_0002,book_0465,2026-04-02,2026-04-12,Oak Grove Academy
476,student_0081,book_0408,2025-07-08,2025-07-28,Pine Valley School
477,student_0134,book_0304,2025-08-16,2025-08-27,Pine Valley School
478,student_0107,book_0295,2025-12-11,2025-12-24,Riverside Middle School
479,student_0164,book_0018,2025-06-07,2025-06-20,Sunset Ridge Middle
480,student_0084,book_0068,2025-07-16,2025-08-01,Pine Valley School
481,student_0071,book_0024,2025-07-21,2025-08-10,Oak Grove Academy
482,student_0065,book_0337,2025-08-24,2025-09-11,Riverside Middle School
483,student_0158,book_0194,2026-03-14,2026-03-24,Riverside Middle School
484,student_0006,book_0013,2025-11-02,2025-11-11,Sunset Ridge Middle
485,student_0047,book_0259,2025-10-28,2025-11-16,Sunset Ridge Middle
486,student_0128,book_0029,2025-06-15,2025-06-22,Brookfield Middle
487,student_0121,book_0274,2025-08-28,2025-09-08,Sunset Ridge Middle
488,student_0012,book_0414,2025-07-31,2025-08-16,Sunset Ridge Middle
489,student_0023,book_0148,2025-11-18,2025-12-09,Oak Grove Academy
490,student_0107,book_0105,2025-08-07,2025-08-19,Riverside Middle School
491,student_0005,book_0210,2026-01-25,2026-02-11,Oak Grove Academy
492,student_0182,book_0263,2026-02-27,2026-03-13,Riverside Middle School
493,student_0081,book_0232,2025-05-15,2025-05-22,Pine Valley School
494,student_0158,book_0376,2025-11-28,2025-12-07,Riverside Middle School
495,student_0136,book_0203,2025-09-14,2025-10-02,Brookfield Middle
496,student_0028,book_0295,2025-10-22,2025-11-08,Brookfield Middle
497,student_0002,book_0266,2025-07-19,2025-08-06,Oak Grove Academy
498,student_0160,book_0295,2025-10-15,2025-11-02,Pine Valley School
499,student_0172,book_0308,2025-11-04,2025-11-22,Pine Valley School
500,student_0014,book_0292,2026-02-01,2026-02-12,Sunset Ridge Middle
501,student_0039,book_0428,2025-05-09,2025-05-17,Oak Grove Academy
502,student_0049,book_0073,2026-01-12,2026-01-19,Sunset Ridge Middle
503,student_0059,book_0301,2025-04-28,2025-05-10,Oak Grove Academy
504,student_0003,book_0005,2025-07-31,2025-08-14,Sunset Ridge Middle
505,student_0167,book_0357,2025-09-30,2025-10-16,Riverside Middle School
506,student_0063,book_0481,2026-03-11,2026-03-30,Pine Valley School
507,student_0015,book_0399,2026-02-02,2026-02-20,Brookfield Middle
508,student_0033,book_0377,2025-04-25,2025-05-02,Sunset Ridge Middle
509,student_0018,book_0031,2025-08-09,2025-08-24,Brookfield Middle
510,student_0196,book_0167,2026-02-13,2026-02-26,Riverside Middle School
511,student_0040,book_0494,2025-09-03,2025-09-16,Pine Valley School
512,student_0086,book_0206,2026-03-11,2026-03-23,Pine Valley School
513,student_0105,book_0234,2025-06-08,2025-06-29,Pine Valley School
514,student_0150,book_0486,2026-01-13,2026-01-20,Sunset Ridge Middle
515,student_0020,book_0453,2026-01-24,2026-02-02,Riverside Middle School
516,student_0100,book_0390,2025-08-13,2025-08-22,Riverside Middle School
517,student_0114,book_0030,2025-12-15,2025-12-29,Pine Valley School
518,student_0126,book_0046,2025-09-22,2025-10-13,Riverside Middle School
519,student_0170,book_0052,2025-11-27,2025-12-06,Riverside Middle School
520,student_0016,book_0108,2025-05-17,2025-05-29,Sunset Ridge Middle
521,student_0085,book_0052,2026-03-31,2026-04-15,Pine Valley School
522,student_0037,book_0417,2025-11-09,2025-11-18,Pine Valley School
523,student_0069,book_0195,2025-08-13,2025-08-21,Pine Valley School
524,student_0167,book_0212,2025-09-09,2025-09-16,Riverside Middle School
525,student_0018,book_0133,2025-06-06,2025-06-20,Brookfield Middle
526,student_0104,book_0098,2025-08-23,2025-09-10,Pine Valley School
527,student_0027,book_0178,2025-10-03,2025-10-24,Brookfield Middle
528,student_0143,book_0375,2025-11-08,2025-11-19,Oak Grove Academy
529,student_0166,book_0063,2025-08-14,2025-08-30,Oak Grove Academy
530,student_0035,book_0025,2025-08-15,2025-08-30,Oak Grove Academy
531,student_0024,book_0159,2025-09-09,2025-09-22,Sunset Ridge Middle
532,student_0184,book_0451,2025-06-25,2025-07-07,Riverside Middle School
533,student_0089,book_0115,2025-12-09,2025-12-28,Riverside Middle School
534,student_0010,book_0264,2025-06-18,2025-07-03,Riverside Middle School
535,student_0096,book_0268,2026-03-04,2026-03-21,Riverside Middle School
536,student_0113,book_0131,2025-11-13,2025-11-20,Sunset Ridge Middle
537,student_0127,book_0282,2025-07-07,2025-07-16,Brookfield Middle
538,student_0036,book_0324,2025-04-29,2025-05-09,Riverside Middle School
539,student_0188,book_0463,2025-07-04,2025-07-11,Pine Valley School
540,student_0110,book_0093,2025-11-28,2025-12-09,Sunset Ridge Middle
541,student_0008,book_0240,2025-06-24,2025-07-12,Riverside Middle School
542,student_0033,book_0035,2025-11-27,2025-12-10,Sunset Ridge Middle
543,student_0155,book_0492,2025-05-31,2025-06-21,Oak Grove Academy
544,student_0057,book_0010,2025-12-11,2025-12-18,Oak Grove Academy
545,student_0048,book_0054,2025-11-14,2025-11-26,Riverside Middle School
546,student_0121,book_0438,2026-03-31,2026-04-15,Sunset Ridge Middle
547,student_0068,book_0496,2025-12-06,2025-12-20,Oak Grove Academy
548,student_0168,book_0125,2025-12-10,2025-12-18,Sunset Ridge Middle
549,student_0105,book_0330,2025-06-16,2025-06-24,Pine Valley School
550,student_0098,book_0253,2025-09-27,2025-10-05,Pine Valley School
551,student_0137,book_0107,2025-07-15,2025-08-04,Pine Valley School
552,student_0020,book_0429,2025-08-25,2025-09-03,Riverside Middle School
553,student_0183,book_0094,2025-06-27,2025-07-15,Riverside Middle School
554,student_0128,book_0371,2025-12-18,2026-01-07,Brookfield Middle
555,student_0017,book_0299,2025-08-19,2025-09-04,Oak Grove Academy
556,student_0073,book_0050,2026-03-07,2026-03-23,Brookfield Middle
557,student_0059,book_0071,2025-07-19,2025-08-04,Oak Grove Academy
558,student_0139,book_0105,2025-04-04,2025-04-19,Oak Grove Academy
559,student_0176,book_0346,2026-01-19,2026-01-28,Riverside Middle School
560,student_0044,book_0150,2025-11-01,2025-11-22,Pine Valley School
561,student_0089,book_0009,2025-05-11,2025-05-21,Riverside Middle School
562,student_0128,book_0094,2025-12-13,2025-12-30,Brookfield Middle
563,student_0131,book_0109,2025-05-20,2025-06-10,Pine Valley School
564,student_0043,book_0483,2025-09-17,2025-09-24,Sunset Ridge Middle
565,student_0024,book_0282,2025-08-25,2025-09-11,Sunset Ridge Middle
566,student_0082,book_0167,2026-03-16,2026-03-24,Oak Grove Academy
567,student_0171,book_0149,2025-10-20,2025-11-01,Riverside Middle School
568,student_0145,book_0141,2026-01-29,2026-02-19,Oak Grove Academy
569,student_0118,book_0447,2025-05-26,2025-06-15,Pine Valley School
570,student_0148,book_0116,2025-09-14,2025-09-23,Brookfield Middle
571,student_0109,book_0482,2025-04-16,2025-04-24,Riverside Middle School
572,student_0160,book_0344,2025-11-23,2025-12-13,Pine Valley School
573,student_0096,book_0378,2026-03-30,2026-04-16,Riverside Middle School
574,student_0200,book_0428,2025-12-03,2025-12-17,Brookfield Middle
575,student_0172,book_0004,2026-02-17,2026-02-28,Pine Valley School
576,student_0002,book_0189,2026-01-31,2026-02-17,Oak Grove Academy
577,student_0139,book_0100,2025-04-04,2025-04-16,Oak Grove Academy
578,student_0119,book_0105,2025-04-24,2025-05-11,Brookfield Middle
579,student_0116,book_0273,2026-02-14,2026-02-28,Oak Grove Academy
580,student_0046,book_0313,2025-09-15,2025-10-03,Sunset Ridge Middle
581,student_0157,book_0275,2026-01-18,2026-01-27,Riverside Middle School
582,student_0052,book_0260,2025-07-19,2025-08-08,Pine Valley School
583,student_0092,book_0062,2025-04-26,2025-05-15,Oak Grove Academy
584,student_0162,book_0296,2026-02-25,2026-03-08,Oak Grove Academy
585,student_0182,book_0305,2025-09-14,2025-10-03,Riverside Middle School
586,student_0044,book_0274,2025-04-30,2025-05-18,Pine Valley School
587,student_0137,book_0486,2025-05-08,2025-05-23,Pine Valley School
588,student_0150,book_0164,2026-02-04,2026-02-17,Sunset Ridge Middle
589,student_0198,book_0191,2025-05-19,2025-06-01,Pine Valley School
590,student_0009,book_0498,2025-08-10,2025-08-19,Oak Grove Academy
591,student_0020,book_0283,2025-08-02,2025-08-21,Riverside Middle School
592,student_0109,book_0060,2025-10-23,2025-10-31,Riverside Middle School
593,student_0077,book_0304,2025-04-12,2025-05-02,Sunset Ridge Middle
594,student_0097,book_0196,2025-07-17,2025-07-26,Pine Valley School
595,student_0024,book_0460,2025-10-17,2025-11-05,Sunset Ridge Middle
596,student_0090,book_0247,2025-10-25,2025-11-05,Riverside Middle School
597,student_0014,book_0490,2026-02-27,2026-03-18,Sunset Ridge Middle
598,student_0059,book_0078,2026-03-02,2026-03-11,Oak Grove Academy
599,student_0134,book_0415,2025-06-02,2025-06-13,Pine Valley School
600,student_0102,book_0386,2025-12-09,2025-12-28,Pine Valley School
601,student_0102,book_0106,2025-11-09,2025-11-27,Pine Valley School
602,student_0001,book_0149,2025-09-07,2025-09-28,Pine Valley School
603,student_0065,book_0204,2026-03-18,2026-04-03,Riverside Middle School
604,student_0019,book_0306,2025-06-08,2025-06-20,Brookfield Middle
605,student_0037,book_0015,2026-03-08,2026-03-16,Pine Valley School
606,student_0161,book_0263,2025-10-07,2025-10-22,Sunset Ridge Middle
607,student_0088,book_0234,2025-07-13,2025-07-27,Sunset Ridge Middle
608,student_0135,book_0011,2025-11-16,2025-12-07,Brookfield Middle
609,student_0152,book_0443,2025-10-17,2025-10-31,Sunset Ridge Middle
610,student_0193,book_0173,2025-08-17,2025-09-02,Brookfield Middle
611,student_0115,book_0305,2026-02-03,2026-02-16,Oak Grove Academy
612,student_0169,book_0213,2025-05-18,2025-06-06,Sunset Ridge Middle
613,student_0126,book_0189,2025-11-04,2025-11-23,Riverside Middle School
614,student_0002,book_0046,2025-10-07,2025-10-23,Oak Grove Academy
615,student_0105,book_0075,2025-07-06,2025-07-19,Pine Valley School
616,student_0166,book_0330,2026-02-18,2026-03-03,Oak Grove Academy
617,student_0197,book_0403,2025-05-19,2025-05-26,Oak Grove Academy
618,student_0039,book_0113,2025-12-20,2026-01-01,Oak Grove Academy
619,student_0171,book_0385,2025-11-25,2025-12-12,Riverside Middle School
620,student_0012,book_0117,2025-07-25,2025-08-11,Sunset Ridge Middle
621,student_0046,book_0297,2026-03-19,2026-04-06,Sunset Ridge Middle
622,student_0166,book_0450,2025-06-20,2025-07-11,Oak Grove Academy
623,student_0041,book_0022,2025-12-11,2025-12-26,Riverside Middle School
624,student_0160,book_0262,2026-02-18,2026-03-07,Pine Valley School
625,student_0065,book_0026,2025-12-26,2026-01-03,Riverside Middle School
626,student_0055,book_0452,2025-08-28,2025-09-11,Pine Valley School
627,student_0076,book_0353,2025-11-11,2025-11-19,Oak Grove Academy
628,student_0178,book_0478,2025-12-02,2025-12-13,Brookfield Middle
629,student_0052,book_0129,2025-06-17,2025-06-26,Pine Valley School
630,student_0090,book_0394,2026-03-18,2026-04-08,Riverside Middle School
631,student_0185,book_0171,2025-09-02,2025-09-22,Brookfield Middle
632,student_0151,book_0208,2025-08-07,2025-08-22,Oak Grove Academy
633,student_0197,book_0447,2025-11-06,2025-11-17,Oak Grove Academy
634,student_0082,book_0479,2026-01-18,2026-01-25,Oak Grove Academy
635,student_0138,book_0224,2026-01-09,2026-01-17,Riverside Middle School
636,student_0026,book_0429,2025-04-25,2025-05-10,Riverside Middle School
637,student_0093,book_0405,2025-05-27,2025-06-11,Brookfield Middle
638,student_0034,book_0338,2025-11-05,2025-11-18,Sunset Ridge Middle
639,student_0053,book_0194,2025-05-20,2025-06-03,Sunset Ridge Middle
640,student_0123,book_0484,2026-03-06,2026-03-24,Brookfield Middle
641,student_0063,book_0364,2026-01-18,2026-02-07,Pine Valley School
642,student_0062,book_0085,2025-08-09,2025-08-21,Riverside Middle School
643,student_0034,book_0180,2025-08-10,2025-08-26,Sunset Ridge Middle
644,student_0011,book_0081,2025-05-13,2025-06-01,Riverside Middle School
645,student_0107,book_0215,2025-12-15,2025-12-22,Riverside Middle School
646,student_0031,book_0355,2025-05-30,2025-06-17,Pine Valley School
647,student_0161,book_0305,2026-03-06,2026-03-20,Sunset Ridge Middle
648,student_0200,book_0454,2025-07-02,2025-07-21,Brookfield Middle
649,student_0189,book_0208,2025-07-04,2025-07-24,Oak Grove Academy
650,student_0128,book_0342,2025-10-20,2025-10-27,Brookfield Middle
651,student_0184,book_0217,2025-05-14,2025-05-27,Riverside Middle School
652,student_0104,book_0047,2026-03-28,2026-04-08,Pine Valley School
653,student_0159,book_0127,2025-09-09,2025-09-25,Brookfield Middle
654,student_0016,book_0267,2025-11-20,2025-12-09,Sunset Ridge Middle
655,student_0074,book_0010,2026-03-11,2026-03-25,Brookfield Middle
656,student_0073,book_0467,2026-02-15,2026-03-06,Brookfield Middle
657,student_0031,book_0379,2025-08-15,2025-08-27,Pine Valley School
658,student_0188,book_0397,2025-07-06,2025-07-16,Pine Valley School
659,student_0038,book_0385,2025-07-05,2025-07-13,Pine Valley School
660,student_0052,book_0263,2026-02-05,2026-02-16,Pine Valley School
661,student_0186,book_0392,2026-03-12,2026-03-20,Sunset Ridge Middle
662,student_0125,book_0321,2025-11-10,2025-11-25,Sunset Ridge Middle
663,student_0181,book_0066,2025-04-11,2025-04-18,Oak Grove Academy
664,student_0080,book_0334,2025-10-21,2025-10-29,Riverside Middle School
665,student_0004,book_0022,2025-04-08,2025-04-17,Sunset Ridge Middle
666,student_0144,book_0465,2026-03-03,2026-03-17,Oak Grove Academy
667,student_0190,book_0371,2025-11-23,2025-12-11,Oak Grove Academy
668,student_0102,book_0417,2025-10-26,2025-11-15,Pine Valley School
669,student_0063,book_0243,2026-03-04,2026-03-22,Pine Valley School
670,student_0038,book_0263,2026-02-04,2026-02-22,Pine Valley School
671,student_0026,book_0337,2025-12-07,2025-12-18,Riverside Middle School
672,student_0195,book_0475,2026-02-12,2026-03-04,Oak Grove Academy
673,student_0007,book_0436,2026-02-11,2026-02-23,Sunset Ridge Middle
674,student_0059,book_0282,2026-03-21,2026-04-07,Oak Grove Academy
675,student_0197,book_0439,2026-03-21,2026-04-07,Oak Grove Academy
676,student_0060,book_0385,2025-10-21,2025-11-09,Sunset Ridge Middle
677,student_0138,book_0334,2025-09-03,2025-09-11,Riverside Middle School
678,student_0194,book_0461,2025-06-05,2025-06-14,Sunset Ridge Middle
679,student_0014,book_0243,2025-04-09,2025-04-19,Sunset Ridge Middle
680,student_0114,book_0457,2025-05-29,2025-06-18,Pine Valley School
681,student_0166,book_0214,2025-04-10,2025-04-28,Oak Grove Academy
682,student_0154,book_0130,2025-07-07,2025-07-27,Sunset Ridge Middle
683,student_0185,book_0335,2025-04-15,2025-04-25,Brookfield Middle
684,student_0180,book_0370,2025-12-04,2025-12-21,Brookfield Middle
685,student_0161,book_0489,2025-06-15,2025-07-02,Sunset Ridge Middle
686,student_0043,book_0091,2025-08-03,2025-08-16,Sunset Ridge Middle
687,student_0199,book_0202,2026-02-16,2026-03-08,Pine Valley School
688,student_0077,book_0183,2026-01-02,2026-01-12,Sunset Ridge Middle
689,student_0010,book_0312,2025-05-16,2025-05-27,Riverside Middle School
690,student_0035,book_0424,2025-11-25,2025-12-04,Oak Grove Academy
691,student_0149,book_0378,2025-11-30,2025-12-13,Sunset Ridge Middle
692,student_0116,book_0247,2025-04-13,2025-04-21,Oak Grove Academy
693,student_0142,book_0171,2025-06-26,2025-07-17,Riverside Middle School
694,student_0098,book_0056,2025-06-19,2025-07-07,Pine Valley School
695,student_0182,book_0344,2026-03-27,2026-04-10,Riverside Middle School
696,student_0176,book_0191,2025-12-06,2025-12-20,Riverside Middle School
697,student_0175,book_0252,2025-04-12,2025-05-02,Riverside Middle School
698,student_0069,book_0158,2025-11-18,2025-12-04,Pine Valley School
699,student_0159,book_0454,2025-08-04,2025-08-14,Brookfield Middle
700,student_0187,book_0109,2025-08-30,2025-09-15,Brookfield Middle
701,student_0176,book_0428,2025-10-19,2025-10-26,Riverside Middle School
702,student_0049,book_0414,2025-09-19,2025-09-26,Sunset Ridge Middle
703,student_0128,book_0304,2025-05-24,2025-06-10,Brookfield Middle
704,student_0079,book_0321,2026-04-02,2026-04-15,Pine Valley School
705,student_0147,book_0303,2025-10-31,2025-11-20,Riverside Middle School
706,student_0032,book_0265,2025-12-11,2025-12-29,Sunset Ridge Middle
707,student_0189,book_0085,2026-01-23,2026-02-08,Oak Grove Academy
708,student_0172,book_0495,2026-01-10,2026-01-21,Pine Valley School
709,student_0146,book_0101,2025-04-20,2025-05-04,Brookfield Middle
710,student_0143,book_0397,2025-10-23,2025-11-06,Oak Grove Academy
711,student_0092,book_0397,2025-12-20,2026-01-05,Oak Grove Academy
712,student_0186,book_0123,2026-02-09,2026-03-02,Sunset Ridge Middle
713,student_0034,book_0430,2026-03-15,2026-04-05,Sunset Ridge Middle
714,student_0105,book_0264,2025-12-07,2025-12-17,Pine Valley School
715,student_0149,book_0430,2026-04-02,2026-04-09,Sunset Ridge Middle
716,student_0174,book_0471,2025-12-28,2026-01-04,Riverside Middle School
717,student_0047,book_0034,2025-11-04,2025-11-20,Sunset Ridge Middle
718,student_0084,book_0100,2025-09-10,2025-09-25,Pine Valley School
719,student_0017,book_0308,2025-05-04,2025-05-15,Oak Grove Academy
720,student_0010,book_0490,2026-02-27,2026-03-12,Riverside Middle School
721,student_0173,book_0380,2025-11-30,2025-12-08,Riverside Middle School
722,student_0183,book_0344,2025-12-11,2025-12-27,Riverside Middle School
723,student_0187,book_0120,2026-02-26,2026-03-10,Brookfield Middle
724,student_0153,book_0435,2025-11-17,2025-12-05,Pine Valley School
725,student_0041,book_0041,2025-11-11,2025-11-18,Riverside Middle School
726,student_0129,book_0453,2025-06-23,2025-07-04,Pine Valley School
727,student_0059,book_0452,2025-07-09,2025-07-23,Oak Grove Academy
728,student_0196,book_0143,2025-09-25,2025-10-09,Riverside Middle School
729,student_0149,book_0126,2025-07-29,2025-08-13,Sunset Ridge Middle
730,student_0151,book_0160,2025-07-23,2025-08-08,Oak Grove Academy
731,student_0095,book_0201,2026-03-18,2026-03-30,Riverside Middle School
732,student_0186,book_0170,2026-02-04,2026-02-24,Sunset Ridge Middle
733,student_0176,book_0438,2026-03-04,2026-03-18,Riverside Middle School
734,student_0126,book_0207,2025-06-08,2025-06-29,Riverside Middle School
735,student_0056,book_0263,2025-08-30,2025-09-17,Sunset Ridge Middle
736,student_0085,book_0190,2026-04-01,2026-04-14,Pine Valley School
737,student_0060,book_0122,2025-11-01,2025-11-21,Sunset Ridge Middle
738,student_0172,book_0400,2026-03-12,2026-03-29,Pine Valley School
739,student_0138,book_0012,2025-10-03,2025-10-22,Riverside Middle School
740,student_0143,book_0375,2025-11-29,2025-12-18,Oak Grove Academy
741,student_0192,book_0398,2025-06-23,2025-07-09,Pine Valley School
742,student_0158,book_0133,2025-07-17,2025-07-28,Riverside Middle School
743,student_0036,book_0247,2026-03-21,2026-04-08,Riverside Middle School
744,student_0097,book_0353,2025-05-16,2025-06-02,Pine Valley School
745,student_0068,book_0482,2025-12-05,2025-12-14,Oak Grove Academy
746,student_0148,book_0362,2025-06-29,2025-07-09,Brookfield Middle
747,student_0132,book_0452,2025-06-21,2025-07-07,Brookfield Middle
748,student_0175,book_0220,2025-12-09,2025-12-17,Riverside Middle School
749,student_0021,book_0085,2025-10-31,2025-11-14,Riverside Middle School
750,student_0107,book_0481,2025-09-04,2025-09-14,Riverside Middle School
751,student_0067,book_0007,2025-07-18,2025-08-02,Riverside Middle School
752,student_0029,book_0237,2025-04-26,2025-05-03,Pine Valley School
753,student_0109,book_0127,2025-10-02,2025-10-23,Riverside Middle School
754,student_0030,book_0319,2025-08-13,2025-08-25,Pine Valley School
755,student_0116,book_0173,2026-03-14,2026-03-23,Oak Grove Academy
756,student_0052,book_0261,2025-06-30,2025-07-20,Pine Valley School
757,student_0059,book_0399,2025-12-15,2025-12-22,Oak Grove Academy
758,student_0007,book_0124,2025-05-04,2025-05-16,Sunset Ridge Middle
759,student_0166,book_0002,2025-11-08,2025-11-16,Oak Grove Academy
760,student_0071,book_0010,2026-02-12,2026-02-22,Oak Grove Academy
761,student_0033,book_0222,2025-06-02,2025-06-17,Sunset Ridge Middle
762,student_0102,book_0417,2025-07-25,2025-08-08,Pine Valley School
763,student_0139,book_0240,2025-08-12,2025-08-24,Oak Grove Academy
764,student_0067,book_0245,2025-09-30,2025-10-19,Riverside Middle School
765,student_0126,book_0199,2025-04-25,2025-05-14,Riverside Middle School
766,student_0003,book_0207,2026-01-12,2026-01-23,Sunset Ridge Middle
767,student_0010,book_0022,2025-06-18,2025-07-08,Riverside Middle School
768,student_0191,book_0468,2026-03-21,2026-04-10,Sunset Ridge Middle
769,student_0152,book_0486,2025-12-21,2026-01-06,Sunset Ridge Middle
770,student_0002,book_0247,2026-03-10,2026-03-18,Oak Grove Academy
771,student_0126,book_0263,2026-03-29,2026-04-05,Riverside Middle School
772,student_0091,book_0322,2025-11-12,2025-12-01,Riverside Middle School
773,student_0110,book_0408,2025-11-22,2025-12-12,Sunset Ridge Middle
774,student_0056,book_0004,2025-05-28,2025-06-05,Sunset Ridge Middle
775,student_0082,book_0017,2026-02-08,2026-02-24,Oak Grove Academy
776,student_0117,book_0140,2025-05-24,2025-06-13,Pine Valley School
777,student_0198,book_0050,2026-01-14,2026-01-21,Pine Valley School
778,student_0039,book_0044,2025-12-17,2025-12-25,Oak Grove Academy
779,student_0145,book_0377,2025-06-26,2025-07-13,Oak Grove Academy
780,student_0136,book_0299,2025-06-01,2025-06-21,Brookfield Middle
781,student_0089,book_0174,2025-07-16,2025-08-06,Riverside Middle School
782,student_0181,book_0354,2025-10-04,2025-10-13,Oak Grove Academy
783,student_0070,book_0292,2025-08-29,2025-09-16,Sunset Ridge Middle
784,student_0057,book_0380,2025-11-14,2025-12-03,Oak Grove Academy
