book_id,title,author,genre,target_grade_min,target_grade_max,reading_level,pages,description,isbn,publication_year,copies_available,series_name,series_position
book_0175,Island of the Blue Dolphins 4,Robert Smith,Fantasy,7,8,935,354,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-0-7321-5747-0,2020,5,,
book_0176,Holes 1,John Green,Romance,6,7,807,337,A heartwarming story about first love and the complexities of relationships.,978-1-66469-841-3,2006,3,Divergent,8.0
book_0177,Polarized holistic neural-net,Christopher Singh DVM,Dystopian,6,8,863,166,A thought-provoking story about survival in a society where freedom is under threat.,978-0-368-92150-6,2011,5,,
book_0178,The Hunger Games 4,Lois Lowry,Fantasy,6,8,823,248,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-1-9827-8042-5,2012,5,,
book_0179,User-centric client-driven infrastructure,Tyler Riley,Adventure,6,7,767,181,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-289-66102-1,2015,5,,
book_0180,The Maze Runner 5,Rodman Philbrick,Adventure,6,8,954,398,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-4102-9804-1,2011,1,,
book_0181,The Lightning Thief 1,Suzanne Collins,Non-fiction,7,8,1040,287,An engaging story for middle grade readers.,978-0-7825-7488-3,2012,3,Dog Man,10.0
book_0182,Harry Potter 1,Pam Muñoz Ryan,Poetry,7,8,899,381,An engaging story for middle grade readers.,978-0-490-13854-4,2008,5,Percy Jackson,10.0
book_0183,Organic empowering hierarchy,Jeff Kinney,Humor,6,7,665,287,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-1-5072-0459-7,2004,2,,
book_0184,Wonder 2,Curtis Brown,Poetry,6,8,956,342,An engaging story for middle grade readers.,978-0-496-96852-7,2016,4,,
book_0185,Where the Red Fern Grows 3,Teresa Brown,Humor,6,8,863,360,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-1-5108-7407-7,2017,4,Captain Underpants,3.0
book_0186,Multi-lateral needs-based open architecture,Lois Lowry,Dystopian,6,8,943,398,A thought-provoking story about survival in a society where freedom is under threat.,978-1-971096-24-7,2009,1,,
book_0187,Wonder 5,Lois Lowry,Biography,6,8,996,294,The inspiring true story of someone who made a difference in the world.,978-1-00-188358-8,2004,2,,
book_0188,Divergent 2,S.E. Hinton,Dystopian,6,7,609,356,A thought-provoking story about survival in a society where freedom is under threat.,978-1-4697-4936-5,2019,4,Magic Tree House,2.0
book_0189,Robust 24/7 projection,Aaron Blevins,Humor,7,8,831,266,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-7485-1779-4,2021,4,,
book_0190,Number the Stars 3,Vanessa Moore,Biography,6,8,788,235,The inspiring true story of someone who made a difference in the world.,978-0-241-38276-9,2019,4,,
book_0191,Harry Potter 3,Samantha Davis,Non-fiction,7,8,952,350,An engaging story for middle grade readers.,978-0-7069-8638-9,2010,4,The Hunger Games,5.0
book_0192,Island of the Blue Dolphins 5,Veronica Roth,Graphic Novel,7,8,940,276,An engaging story for middle grade readers.,978-0-379-98210-7,2004,3,,
book_0193,Esperanza Rising 2,Scott O'Dell,Realistic Fiction,6,8,926,387,A relatable story about growing up and facing real-world challenges.,978-1-128-40292-1,2022,3,Magic Tree House,2.0
book_0194,Walk Two Moons 2,Peter Malone,Fantasy,7,8,922,151,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-0-308-68303-7,2013,3,The Baby-Sitters Club,12.0
book_0195,Number the Stars 2,Sharon Creech,Romance,6,7,670,202,A heartwarming story about first love and the complexities of relationships.,978-0-594-71480-4,2009,3,,
book_0196,Wonder 2,Katherine Paterson,Memoir,7,8,1093,118,An engaging story for middle grade readers.,978-0-299-55009-7,2012,4,Percy Jackson,2.0
book_0197,Where the Red Fern Grows 1,April Nelson,Historical Fiction,6,7,604,245,A compelling tale set against the backdrop of important historical events.,978-0-674-90719-5,2014,5,Magic Tree House,5.0
book_0198,The Outsiders 1,Pam Muñoz Ryan,Biography,6,7,858,231,The inspiring true story of someone who made a difference in the world.,978-0-07-662980-0,2022,2,,
book_0199,The Maze Runner 4,Kyle Avery,Science Fiction,7,8,898,305,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-679-22307-8,2021,1,The Maze Runner,5.0
book_0200,The Maze Runner 2,Suzanne Collins,Historical Fiction,6,8,827,254,A compelling tale set against the backdrop of important historical events.,978-1-82758-206-1,2018,5,Diary of a Wimpy Kid,8.0
book_0201,The Giver 4,Veronica Roth,Biography,7,8,920,357,The inspiring true story of someone who made a difference in the world.,978-1-4572-6049-0,2022,3,Goosebumps,6.0
book_0202,Freak the Mighty 2,Christina Rodriguez,Romance,7,8,951,178,A heartwarming story about first love and the complexities of relationships.,978-1-283-15904-3,2014,5,,
book_0203,Re-contextualized systemic portal,Joanne Carpenter,Poetry,7,8,1081,211,An engaging story for middle grade readers.,978-0-265-66754-5,2007,5,,
book_0204,Diary of a Wimpy Kid 1,Dr. Mario Greene III,Science Fiction,6,7,869,131,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-00-986117-8,2017,5,,
book_0205,Re-engineered exuding moderator,S.E. Hinton,Non-fiction,6,7,767,398,An engaging story for middle grade readers.,978-0-366-90184-5,2015,1,Captain Underpants,3.0
book_0206,Walk Two Moons 4,R.J. Palacio,Humor,6,8,728,336,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-647-59001-0,2021,3,,
book_0207,Synergized even-keeled encryption,Bryan Lee,Horror,6,8,830,137,An engaging story for middle grade readers.,978-1-4883-1952-5,2001,4,,
book_0208,Synergistic methodical product,Philip Daniels,Science Fiction,6,7,877,341,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-350-55272-5,2001,3,,
book_0209,The Maze Runner 4,Brandon Parks,Memoir,6,7,815,293,An engaging story for middle grade readers.,978-1-4536-3028-0,2012,1,,
book_0210,Diary of a Wimpy Kid 1,Scott O'Dell,Dystopian,7,8,1076,370,A thought-provoking story about survival in a society where freedom is under threat.,978-1-339-94986-4,2004,2,,
book_0211,Number the Stars 4,Lisa Martin,Graphic Novel,6,7,752,217,An engaging story for middle grade readers.,978-1-59574-538-5,2007,4,,
book_0212,Horizontal mission-critical installation,Jeffrey Miller,Science Fiction,6,8,796,116,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-525-02947-2,2021,4,,
book_0213,The Giver 5,R.J. Palacio,Adventure,6,7,723,122,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-200-37054-4,2012,4,,
book_0214,Enhanced discrete concept,Wilson Rawls,Historical Fiction,6,7,857,395,A compelling tale set against the backdrop of important historical events.,978-1-60115-884-0,2019,3,The Hunger Games,1.0
book_0215,The Hunger Games 1,James Phillips,Horror,7,8,913,189,An engaging story for middle grade readers.,978-0-9981892-0-8,2020,4,Diary of a Wimpy Kid,11.0
book_0216,Monitored foreground groupware,Jasmine Brown,Poetry,6,7,776,368,An engaging story for middle grade readers.,978-0-7234-3146-6,2010,4,,
book_0217,Number the Stars 4,Rodman Philbrick,Realistic Fiction,6,8,892,173,A relatable story about growing up and facing real-world challenges.,978-0-9774216-4-0,2014,1,,
book_0218,The Maze Runner 2,Jeff Kinney,Biography,6,8,985,140,The inspiring true story of someone who made a difference in the world.,978-0-546-96398-4,2014,3,,
book_0219,Where the Red Fern Grows 5,Louis Sachar,Adventure,6,7,737,400,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-109-61693-4,2023,5,Magic Tree House,4.0
book_0220,The Outsiders 1,Nathaniel Barnes,Poetry,6,8,707,345,An engaging story for middle grade readers.,978-0-02-906710-9,2007,5,The Hunger Games,6.0
book_0221,Harry Potter 4,James Dashner,Realistic Fiction,6,8,822,233,A relatable story about growing up and facing real-world challenges.,978-1-361-27202-2,2011,5,,
book_0222,Persistent homogeneous middleware,Daniel Jacobs,Poetry,6,8,750,263,An engaging story for middle grade readers.,978-1-02-638069-7,2006,3,,
book_0223,Seamless high-level challenge,Carrie Foster,Fantasy,6,7,888,233,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-0-649-92354-0,2017,5,,
book_0224,Percy Jackson 2,Rodman Philbrick,Romance,6,8,851,381,A heartwarming story about first love and the complexities of relationships.,978-0-7758-7850-9,2020,3,,
book_0225,Diary of a Wimpy Kid 2,Scott O'Dell,Romance,7,8,1051,194,A heartwarming story about first love and the complexities of relationships.,978-0-86610-093-9,2017,1,Dog Man,12.0
book_0226,Sharable coherent secured line,Rodman Philbrick,Science Fiction,6,7,624,177,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-447-04460-7,2000,2,,
book_0227,Where the Red Fern Grows 4,Lisa Wright MD,Fantasy,6,8,730,103,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-0-11-818528-8,2017,5,,
book_0228,Persistent homogeneous functionalities,Lori Gray,Realistic Fiction,6,7,871,108,A relatable story about growing up and facing real-world challenges.,978-1-198-49975-3,2016,4,,
book_0229,Upgradable tertiary pricing structure,Lisa Tucker,Adventure,6,7,654,198,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-0-585-74765-1,2019,5,,
book_0230,The Maze Runner 4,Emma Bates,Non-fiction,6,8,740,215,An engaging story for middle grade readers.,978-0-445-57502-8,2009,1,The Maze Runner,5.0
book_0231,The Maze Runner 4,Andre Calderon,Fantasy,7,8,816,104,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-1-379-56198-9,2022,2,,
book_0232,User-friendly client-server emulation,Johnny Cummings,Memoir,6,8,989,370,An engaging story for middle grade readers.,978-1-202-99586-8,2001,2,Wings of Fire,11.0
book_0233,Holes 3,Howard Gilmore,Horror,6,8,838,116,An engaging story for middle grade readers.,978-0-7410-1970-7,2005,3,Magic Tree House,10.0
book_0234,Decentralized local moratorium,Wilson Rawls,Adventure,6,7,803,390,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-116-51008-9,2012,5,The Hunger Games,10.0
book_0235,Pre-emptive even-keeled intranet,Roy Campbell,Science Fiction,7,8,871,356,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-1-65381-477-0,2023,3,,
book_0236,Where the Red Fern Grows 5,Jeff Kinney,Fantasy,6,7,774,239,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-0-663-99411-3,2014,4,Wings of Fire,4.0
book_0237,The Maze Runner 1,Peter Beasley,Realistic Fiction,6,8,795,226,A relatable story about growing up and facing real-world challenges.,978-0-8044-3398-3,2022,1,Captain Underpants,7.0
book_0238,Realigned client-server architecture,Lois Lowry,Science Fiction,7,8,878,102,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-665-66627-8,2009,4,Diary of a Wimpy Kid,7.0
book_0239,Bridge to Terabithia 4,Scott O'Dell,Humor,6,8,752,308,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-1-07-566628-5,2003,1,,
book_0240,Diverse zero-defect architecture,John Green,Dystopian,7,8,966,143,A thought-provoking story about survival in a society where freedom is under threat.,978-1-905484-59-1,2023,5,Captain Underpants,2.0
book_0241,The Maze Runner 2,J.K. Rowling,Realistic Fiction,6,7,892,352,A relatable story about growing up and facing real-world challenges.,978-1-04-083154-0,2004,1,,
book_0242,Multi-lateral tangible hardware,Rodman Philbrick,Non-fiction,6,8,947,353,An engaging story for middle grade readers.,978-0-374-75153-1,2019,5,Divergent,7.0
book_0243,Persistent zero tolerance productivity,Veronica Roth,Poetry,6,8,703,268,An engaging story for middle grade readers.,978-0-14-625528-1,2014,3,Harry Potter,3.0
book_0244,Where the Red Fern Grows 2,Katherine Paterson,Dystopian,7,8,869,263,A thought-provoking story about survival in a society where freedom is under threat.,978-0-7435-9063-1,2009,4,,
book_0245,The Maze Runner 3,Wilson Rawls,Adventure,6,7,766,379,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-236-73735-9,2005,5,,
book_0246,Harry Potter 1,Christine Mitchell,Poetry,7,8,907,309,An engaging story for middle grade readers.,978-1-963352-26-9,2021,4,Magic Tree House,8.0
book_0247,Exclusive attitude-oriented standardization,Joy Mitchell,Science Fiction,6,8,778,329,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-1-4617-1725-6,2019,4,Divergent,4.0
book_0248,Extended encompassing frame,Julie Mason,Dystopian,7,8,1059,378,A thought-provoking story about survival in a society where freedom is under threat.,978-0-486-53580-7,2001,3,,
book_0249,Freak the Mighty 3,R.J. Palacio,Horror,7,8,843,304,An engaging story for middle grade readers.,978-1-146-20565-8,2010,4,,
book_0250,Streamlined leadingedge migration,Dakota Frederick,Non-fiction,6,7,861,394,An engaging story for middle grade readers.,978-1-108-32312-3,2007,4,Harry Potter,5.0
book_0251,The Lightning Thief 4,John Green,Memoir,6,8,956,143,An engaging story for middle grade readers.,978-0-9696767-8-2,2003,2,,
book_0252,Extended tangible groupware,Jeffrey Bailey,Historical Fiction,6,8,933,343,A compelling tale set against the backdrop of important historical events.,978-1-83871-507-6,2003,4,,
book_0253,Wonder 1,Jeff Kinney,Biography,6,8,863,155,The inspiring true story of someone who made a difference in the world.,978-1-299-05146-1,2021,2,,
book_0254,Number the Stars 2,John Green,Romance,7,8,924,218,A heartwarming story about first love and the complexities of relationships.,978-0-690-21353-9,2012,2,,
book_0255,Adaptive radical info-mediaries,Lori Greene,Romance,6,8,714,319,A heartwarming story about first love and the complexities of relationships.,978-0-85112-624-1,2012,1,Goosebumps,7.0
book_0256,Re-contextualized bandwidth-monitored workforce,Jacob Eaton,Science Fiction,6,7,742,395,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-01-921673-9,2003,5,,
book_0257,Esperanza Rising 5,Cynthia Schultz,Historical Fiction,6,8,758,298,A compelling tale set against the backdrop of important historical events.,978-1-80130-269-2,2019,4,The Maze Runner,4.0
book_0258,Compatible client-server challenge,Stephen Garcia,Graphic Novel,6,8,880,252,An engaging story for middle grade readers.,978-0-89113-519-7,2019,5,,
book_0259,Bridge to Terabithia 3,Heather Dawson,Humor,6,7,722,298,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-1-68719-558-6,2013,5,Diary of a Wimpy Kid,6.0
book_0260,Bridge to Terabithia 5,J.K. Rowling,Mystery,6,7,849,195,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-1-333-37976-6,2010,4,Wings of Fire,7.0
book_0261,The Outsiders 4,Preston Edwards,Humor,6,8,704,353,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-1-4095-4183-7,2013,4,,
book_0262,Island of the Blue Dolphins 1,Michael Sanchez,Adventure,6,8,950,249,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-62461-584-9,2001,3,,
book_0263,Ergonomic needs-based software,Allison Barnett,Humor,6,8,989,361,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-1-341-02029-2,2003,5,Divergent,3.0
book_0264,Optimized system-worthy extranet,Pam Muñoz Ryan,Humor,6,8,977,211,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-479-50445-2,2013,1,Hilo,9.0
book_0265,Wonder 4,Louis Sachar,Romance,7,8,926,160,A heartwarming story about first love and the complexities of relationships.,978-0-288-82410-9,2007,2,,
book_0266,Profound web-enabled hardware,Dominique Newman,Dystopian,7,8,979,184,A thought-provoking story about survival in a society where freedom is under threat.,978-1-63285-692-0,2019,2,,
book_0267,Number the Stars 3,Elizabeth Cox,Mystery,6,7,630,265,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-1-5474-6780-8,2022,3,,
book_0268,Divergent 1,Jeremy Joseph,Graphic Novel,7,8,848,164,An engaging story for middle grade readers.,978-0-580-38774-6,2022,2,Divergent,9.0
book_0269,Island of the Blue Dolphins 3,James Gonzales,Dystopian,6,7,801,331,A thought-provoking story about survival in a society where freedom is under threat.,978-0-7299-8827-8,2002,1,Magic Tree House,6.0
book_0270,Diary of a Wimpy Kid 4,Stephanie Meyer,Historical Fiction,7,8,942,397,A compelling tale set against the backdrop of important historical events.,978-1-994853-87-2,2000,1,,
book_0271,Organized national portal,Logan Snyder Jr.,Dystopian,6,8,883,211,A thought-provoking story about survival in a society where freedom is under threat.,978-1-993730-08-2,2013,2,,
book_0272,Island of the Blue Dolphins 2,Christopher Jones,Romance,6,8,845,275,A heartwarming story about first love and the complexities of relationships.,978-1-66076-242-2,2021,1,,
book_0273,Visionary eco-centric portal,Pam Muñoz Ryan,Fantasy,6,7,663,319,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-0-903547-92-5,2006,2,Goosebumps,8.0
book_0274,Devolved motivating protocol,Dawn Wallace,Science Fiction,6,8,781,284,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-10-605966-9,2008,1,,
book_0275,Harry Potter 2,Louis Sachar,Non-fiction,7,8,884,148,An engaging story for middle grade readers.,978-1-266-03775-7,2000,2,,
book_0276,The Fault in Our Stars 1,Jeff Kinney,Graphic Novel,6,7,715,161,An engaging story for middle grade readers.,978-0-7135-3684-3,2013,2,,
book_0277,The Giver 1,J.K. Rowling,Mystery,6,7,796,295,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-1-79366-807-3,2004,2,,
book_0278,The Outsiders 2,Samantha Skinner,Horror,7,8,884,326,An engaging story for middle grade readers.,978-0-558-23132-3,2006,1,The Baby-Sitters Club,1.0
book_0279,The Maze Runner 3,Misty Martinez,Historical Fiction,6,7,663,171,A compelling tale set against the backdrop of important historical events.,978-1-203-02765-0,2007,3,,
book_0280,Where the Red Fern Grows 3,Lori Hernandez,Non-fiction,6,7,883,113,An engaging story for middle grade readers.,978-1-144-10370-3,2021,3,,
book_0281,Wonder 2,Lois Lowry,Adventure,6,7,800,355,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-4245-6805-5,2020,5,The Baby-Sitters Club,9.0
book_0282,Island of the Blue Dolphins 4,Katherine Paterson,Poetry,6,8,767,341,An engaging story for middle grade readers.,978-0-631-00448-6,2002,1,Percy Jackson,6.0
book_0283,Wonder 4,Brian Smith,Biography,6,7,734,356,The inspiring true story of someone who made a difference in the world.,978-0-7597-8733-9,2013,4,,
book_0284,Hatchet 3,Louis Sachar,Humor,6,7,874,204,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-355-11790-5,2004,5,,
book_0285,Divergent 2,Louis Sachar,Memoir,7,8,833,322,An engaging story for middle grade readers.,978-1-363-01535-1,2003,4,,
book_0286,Bridge to Terabithia 1,Gary Paulsen,Non-fiction,6,7,758,105,An engaging story for middle grade readers.,978-0-566-63187-0,2005,4,,
book_0287,Upgradable transitional process improvement,Jake Norris,Mystery,7,8,1064,290,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-1-251-31140-4,2004,3,,
book_0288,Divergent 3,Joanna Hartman,Realistic Fiction,6,7,615,395,A relatable story about growing up and facing real-world challenges.,978-0-13-173885-0,2020,1,,
book_0289,Island of the Blue Dolphins 2,Suzanne Collins,Poetry,7,8,984,152,An engaging story for middle grade readers.,978-1-5164-3876-1,2018,1,,
book_0290,Esperanza Rising 3,Gary Paulsen,Mystery,6,7,606,118,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-1-878919-06-9,2017,4,Captain Underpants,1.0
book_0291,Holes 5,Lois Lowry,Biography,7,8,963,126,The inspiring true story of someone who made a difference in the world.,978-1-4734-8403-0,2005,2,The Hunger Games,7.0
book_0292,The Fault in Our Stars 3,Mackenzie Johnson,Realistic Fiction,6,7,805,267,A relatable story about growing up and facing real-world challenges.,978-1-06-133574-4,2002,5,,
book_0293,Harry Potter 5,James Dashner,Horror,6,8,802,352,An engaging story for middle grade readers.,978-0-230-92852-7,2006,5,,
book_0294,Divergent 1,James Dashner,Biography,6,7,677,104,The inspiring true story of someone who made a difference in the world.,978-0-686-88883-3,2010,1,,
book_0295,Walk Two Moons 2,R.J. Palacio,Mystery,6,8,857,243,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-1-959309-28-4,2002,1,,
book_0296,Inverse 6thgeneration moderator,Louis Sachar,Horror,7,8,1011,148,An engaging story for middle grade readers.,978-1-9822-9833-3,2016,2,,
book_0297,Wonder 4,Monica Foster,Mystery,6,8,738,221,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-0-08-504931-6,2009,3,,
book_0298,The Hunger Games 2,S.E. Hinton,Mystery,6,8,867,399,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-1-5190-5389-3,2003,2,,
book_0299,Diary of a Wimpy Kid 2,Pam Muñoz Ryan,Realistic Fiction,6,8,908,161,A relatable story about growing up and facing real-world challenges.,978-1-195-51921-8,2002,2,Dog Man,8.0
book_0300,Percy Jackson 2,Rodman Philbrick,Historical Fiction,6,8,720,302,A compelling tale set against the backdrop of important historical events.,978-0-519-81135-9,2016,1,,
book_0301,The Maze Runner 4,Heather Stewart,Humor,6,8,789,227,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-687-57670-8,2003,4,,
book_0302,Freak the Mighty 2,Veronica Roth,Historical Fiction,6,7,606,143,A compelling tale set against the backdrop of important historical events.,978-1-5075-9756-9,2018,5,Hilo,3.0
book_0303,Cross-platform maximized frame,Gary Paulsen,Science Fiction,6,7,701,269,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-669-57486-9,2003,1,Harry Potter,1.0
book_0304,Organized heuristic contingency,Veronica Roth,Romance,6,7,686,115,A heartwarming story about first love and the complexities of relationships.,978-1-216-68506-9,2012,4,,
book_0305,Hatchet 1,Scott Johnson,Horror,6,8,843,225,An engaging story for middle grade readers.,978-1-04-735904-7,2020,3,The Hunger Games,3.0
book_0306,The Hunger Games 4,S.E. Hinton,Biography,7,8,1045,369,The inspiring true story of someone who made a difference in the world.,978-1-371-57068-2,2007,5,,
book_0307,Esperanza Rising 3,Mr. Steven Velez,Humor,6,8,883,264,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-320-42230-0,2012,3,,
book_0308,Upgradable systemic capability,Edward Jensen,Fantasy,6,7,615,341,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-0-495-72749-1,2016,3,The Maze Runner,10.0
book_0309,Freak the Mighty 3,Timothy Young,Poetry,6,7,681,128,An engaging story for middle grade readers.,978-0-04-818191-6,2007,5,,
book_0310,Ameliorated heuristic superstructure,Adam Morris,Mystery,6,8,881,190,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-1-311-07965-7,2007,5,,
book_0311,Robust coherent collaboration,James Dashner,Horror,7,8,983,388,An engaging story for middle grade readers.,978-1-937369-21-7,2004,5,,
book_0312,Esperanza Rising 1,Rodman Philbrick,Horror,6,8,977,212,An engaging story for middle grade readers.,978-1-4147-2038-8,2000,5,,
book_0313,Customizable mobile concept,Katherine Paterson,Memoir,6,8,803,265,An engaging story for middle grade readers.,978-1-966540-12-0,2001,1,,
book_0314,Balanced transitional middleware,Monica Cox DDS,Historical Fiction,6,7,869,302,A compelling tale set against the backdrop of important historical events.,978-0-7196-9923-8,2018,1,Magic Tree House,3.0
book_0315,Multi-lateral stable utilization,David Johnson Jr.,Dystopian,6,8,769,349,A thought-provoking story about survival in a society where freedom is under threat.,978-0-11-783259-6,2020,3,,
book_0316,Island of the Blue Dolphins 2,J.K. Rowling,Mystery,7,8,982,190,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-0-671-44785-4,2023,1,Captain Underpants,12.0
book_0317,Centralized uniform definition,Lisa Burke,Horror,7,8,1000,116,An engaging story for middle grade readers.,978-1-156-78728-1,2005,5,,
book_0318,The Giver 4,Louis Sachar,Adventure,7,8,913,277,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-0-7595-4642-4,2010,2,,
book_0319,The Hunger Games 2,Louis Sachar,Historical Fiction,6,7,771,231,A compelling tale set against the backdrop of important historical events.,978-0-8297-5875-7,2003,1,,
book_0320,Re-engineered client-server groupware,Veronica Roth,Historical Fiction,6,8,785,379,A compelling tale set against the backdrop of important historical events.,978-0-291-06002-0,2012,1,Dog Man,12.0
book_0321,Holes 1,Jeff Kinney,Realistic Fiction,7,8,915,153,A relatable story about growing up and facing real-world challenges.,978-1-56804-005-9,2002,3,,
book_0322,Holes 3,Michelle Daniels,Horror,7,8,838,347,An engaging story for middle grade readers.,978-0-631-50052-0,2022,1,Wings of Fire,3.0
book_0323,Divergent 2,Jeff Kinney,Adventure,7,8,884,197,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-56547-892-3,2013,5,,
book_0324,Harry Potter 3,R.J. Palacio,Dystopian,7,8,1076,392,A thought-provoking story about survival in a society where freedom is under threat.,978-0-07-992654-8,2017,4,,
book_0325,Where the Red Fern Grows 4,Rick Riordan,Adventure,6,8,744,187,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-83843-924-8,2020,3,The Maze Runner,1.0
book_0326,The Maze Runner 4,Suzanne Collins,Science Fiction,6,8,759,378,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-1-9762-1159-1,2012,2,,
book_0327,Wonder 3,Suzanne Collins,Adventure,6,8,889,237,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-0-675-34641-2,2018,1,,
book_0328,Number the Stars 4,Ernest Davies,Horror,6,7,643,216,An engaging story for middle grade readers.,978-1-67587-185-0,2017,1,Magic Tree House,11.0
book_0329,Upgradable dynamic orchestration,Juan Patel,Memoir,7,8,1014,343,An engaging story for middle grade readers.,978-0-389-05755-0,2018,2,,
book_0330,Fundamental system-worthy implementation,Erin Russell,Humor,6,7,802,392,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-361-89485-2,2016,5,,
book_0331,The Fault in Our Stars 2,Daniel Wilson,Mystery,7,8,875,208,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-0-313-04739-8,2006,2,,
book_0332,Re-engineered incremental artificial intelligence,Connie Gordon,Graphic Novel,6,8,803,232,An engaging story for middle grade readers.,978-1-214-07062-1,2010,1,Harry Potter,11.0
book_0333,Visionary real-time capacity,Noah Nunez,Memoir,7,8,966,106,An engaging story for middle grade readers.,978-0-354-23137-4,2022,5,Captain Underpants,7.0
book_0334,Hatchet 5,Amy Arellano,Poetry,6,8,757,151,An engaging story for middle grade readers.,978-1-57152-579-6,2003,5,,
book_0335,Cross-platform system-worthy benchmark,Tim Wise,Realistic Fiction,6,8,974,296,A relatable story about growing up and facing real-world challenges.,978-1-363-50683-5,2020,4,,
book_0336,The Maze Runner 2,Theresa Mcbride,Biography,6,8,719,305,The inspiring true story of someone who made a difference in the world.,978-0-14-428989-9,2001,4,,
book_0337,Esperanza Rising 3,Ryan Whitaker,Fantasy,6,8,821,272,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-0-03-320840-6,2009,3,,
book_0338,Quality-focused real-time knowledge user,J.K. Rowling,Non-fiction,7,8,850,326,An engaging story for middle grade readers.,978-0-18-963969-7,2010,3,Dog Man,12.0
book_0339,The Outsiders 4,Peter Thompson,Poetry,7,8,845,364,An engaging story for middle grade readers.,978-1-878400-44-4,2011,1,,
book_0340,Walk Two Moons 4,Lois Lowry,Memoir,6,7,633,391,An engaging story for middle grade readers.,978-1-336-65686-4,2000,2,,
book_0341,Diary of a Wimpy Kid 2,Pam Muñoz Ryan,Humor,6,7,616,303,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-1-86076-391-5,2020,1,The Hunger Games,1.0
book_0342,The Fault in Our Stars 2,Sean Gomez,Romance,6,7,790,400,A heartwarming story about first love and the complexities of relationships.,978-0-342-94576-4,2017,3,,
book_0343,The Maze Runner 1,Wilson Rawls,Poetry,6,8,746,209,An engaging story for middle grade readers.,978-1-960010-14-8,2007,2,,
book_0344,The Lightning Thief 4,Valerie Cameron,Biography,6,8,909,188,The inspiring true story of someone who made a difference in the world.,978-0-380-81450-3,2019,1,,
